"","substanceBXH","geneSymbol","LocusLinkID","moduleColor","GS.rasgo","p.GS.rasgo","MM.turquoise","p.MM.turquoise","MM.blue","p.MM.blue","MM.grey","p.MM.grey","MM.yellow","p.MM.yellow","MM.green","p.MM.green","MM.magenta","p.MM.magenta","MM.pink","p.MM.pink","MM.red","p.MM.red","MM.black","p.MM.black","MM.brown","p.MM.brown"
"MMT00004455","MMT00004455",NA,NA,"grey",-0.178653209465847,0.0388916181890203,0.0684903264611936,0.431674743698469,-0.275729525481341,0.0012612950743403,0.581335280446652,1.77431064255159e-13,0.163299359265105,0.0593903352931624,0.261975002905406,0.0022300017139862,0.42736576822279,2.60489930445688e-07,-0.111792740125525,0.198441020923255,-0.0941590986121076,0.279179162980383,-0.105235811788283,0.226223953822321,0.576162028733008,3.24217437260833e-13
"MMT00048535","MMT00048535","Il13ra1",16164,"grey",0.178433215248266,0.0391366832095971,-0.170865135769496,0.0483911311425142,-0.042325258915133,0.627266526177835,0.0699159926312639,0.422126924017834,-0.295630582009497,0.000524426505063016,0.201926861201176,0.0192977414949605,0.349706329606258,3.44638744637209e-05,-0.0261984261949258,0.763811752931604,0.0318161238194272,0.715156026721497,0.0552859499421771,0.525773544885687,0.273793407204349,0.00136908134091668
"MMT00077844","MMT00077844","Bmi1",12151,"grey",-0.178325303224597,0.0392573661493829,0.334853243072436,7.66369019674277e-05,-0.331032869670538,9.351916137637e-05,0.556468290769418,2.92904220744922e-12,0.0361353269404475,0.678498296515394,0.449874023547608,4.9440225780668e-08,0.709260134063514,8.78053141762872e-22,0.0528703583714801,0.544043767734416,-0.0934814365619531,0.28266926419334,0.329308701682498,0.000102223705393705,0.184748534759736,0.0325968062315459
"MMT00049702","MMT00049702","Cd14",12475,"grey",-0.178307834107558,0.0392769320072039,-0.0456977475039178,0.600064476792579,-0.335978213461585,7.22372111828063e-05,0.498851878067185,8.53896167721914e-10,0.427828258466926,2.5204661485476e-07,0.212689146854067,0.0136141257963394,0.169218759757497,0.0506282773448882,-0.0423723826138504,0.626882843986668,-0.000793345606504263,0.992741263921719,-0.000593968755103029,0.994565434994538,0.384951916075626,4.37653393949678e-06
"MMT00076583","MMT00076583","Chsy1",269941,"grey",-0.178083234473295,0.0395292193381214,0.116016749713624,0.181902044065689,-0.0761175918280999,0.38204258704842,0.00448261537290828,0.959003485180208,0.288719781931594,0.000716444935057534,-0.140415777528545,0.105613059102017,-0.16144224773321,0.0623828446221271,-0.233730043963976,0.00656724216254279,0.0022066874132403,0.979811711288784,-0.0173598689337236,0.842194428132263,-0.244728215300283,0.00437382481342654
"MMT00071245","MMT00071245","Tnrc11",59024,"grey",0.177856483470047,0.0397853012654834,0.12281756524549,0.157433898000872,0.177963788038683,0.039663943596605,-0.672221728294796,5.95876369715713e-19,-0.17756405161665,0.0401176134125208,-0.64706796197084,2.99269202163457e-17,-0.54346057551769,1.16015259265899e-11,0.0401326358926992,0.645227676904823,-0.0319675124765574,0.713859529281571,-0.401320393345587,1.54218187326587e-06,-0.606089228177084,8.51011032346058e-15
"MMT00005166","MMT00005166",NA,NA,"grey",0.177648556892588,0.0400213455063745,-0.144422621398148,0.0959346093026545,-0.00416839420202305,0.961875003203297,0.213308103812494,0.0133371787533343,-0.000584447774601754,0.994652546673212,0.293715459841012,0.000572233908331529,0.187872705702385,0.0297198432358934,-0.0351633235582512,0.686686184862873,0.0623493665725456,0.474188313707884,0.100984550994143,0.245642089952836,0.28551396435251,0.000825835699611996
"MMT00016275","MMT00016275","Cntnap2",66797,"grey",0.177402874979177,0.0403017632578032,-0.0662018605068021,0.447256607742883,0.0358938857742542,0.680528676326934,0.0248981161019119,0.775214676611388,-0.0868579233346793,0.318317728972373,0.189965311586374,0.0279159784398641,0.0906724887033706,0.297446672078436,0.00264787492378983,0.975776549599231,-0.000652368891655477,0.994031107650541,0.159398507768055,0.0658174313351265,0.0480100968750547,0.581724041916261
"MMT00054611","MMT00054611","B230380D07Rik",235461,"grey",-0.177076982713883,0.0406762718440358,0.132118134283625,0.128077106331396,-0.418419855614948,4.88016268385506e-07,0.509248801301009,3.31246444294725e-10,0.212626606246498,0.0136423864561439,0.232544951163994,0.00685403249047278,0.206581224075058,0.0166276641130748,0.0979044556182629,0.260413485887134,-0.0473961968921791,0.586567888069319,-0.239234309576375,0.00537034129470528,0.391871557456784,2.83519173279408e-06
"MMT00081261","MMT00081261","Lrfn5",238205,"grey",0.176459035749013,0.0413944126520368,0.142516120923009,0.100448378743437,-0.0778181747941803,0.371467780934828,0.186326854841483,0.0311151946069208,-0.273760886714395,0.00137096143804333,0.110405602166026,0.204102444807081,0.330946777315932,9.39368515070336e-05,0.124823583573402,0.150710313415616,-0.00245270223053627,0.977561556383178,-0.0255663332714693,0.769348664732383,0.168312685812455,0.0518955870748158
"MMT00060460","MMT00060460","Cyba",13057,"grey",-0.176373682106346,0.0414944348641896,0.0704681654366493,0.418462104799233,-0.290704256210133,0.000655571570413247,0.207875903995449,0.015944502057073,0.456251837070849,3.01940864036996e-08,-0.0847264192351081,0.330383271704667,-0.210661260951683,0.0145569705652078,-0.13414958507767,0.122264305325968,0.00261713152680394,0.976057714256025,-0.0691286437305284,0.427384662496855,0.00371200234036185,0.966046612672576
"MMT00015388","MMT00015388","Serpina3k",20714,"grey",0.176357002911471,0.0415140040969426,-0.0444934155106057,0.609717928920261,0.0682328727340402,0.433412028117809,-0.0656348502503684,0.451165608145916,-0.505592519369024,4.63824721227557e-10,0.120263090083616,0.166317877094238,0.1563614832261,0.0712043836381443,0.218140444176521,0.0113390877683961,0.0231478780109421,0.790638750512374,-0.00478915764640077,0.956202647311906,0.0891195108991153,0.305831908677846
"MMT00081290","MMT00081290","Lims2",225341,"grey",0.17618855043806,0.0417120780404661,0.0625509636647815,0.472757512907378,0.0887308926095435,0.307954239701417,-0.487697345102185,2.27805092296919e-09,-0.318457096354648,0.000176845443599566,-0.268969771226164,0.00167511192509313,-0.43377440939232,1.64281693621183e-07,0.0367388590682879,0.673433050580195,0.0085926989966767,0.921505401209838,-0.160013984571692,0.064767255794013,-0.502723815864745,6.02366056501924e-10
"MMT00082651","MMT00082651","C330017I15Rik",78697,"grey",0.176181424859972,0.0417204740187497,-0.335253886767014,7.5042061631846e-05,-0.17454950019083,0.0436809581572369,0.391441014228315,2.91366078119897e-06,-0.0520047262000312,0.550666059120832,0.1346255979107,0.120932180104282,0.0948948507357062,0.27542281922054,0.072488760534774,0.405210047886478,-0.0650675293913691,0.455095805343824,-0.466880056839115,1.29768198224208e-08,0.656539670417017,7.15428925989746e-18
"MMT00042193","MMT00042193","Dedd2",67379,"grey",0.176141811212181,0.041767176068275,0.0729258077981949,0.402376648233958,0.184216149167197,0.0331098573166541,-0.601070544796284,1.60910364413923e-14,-0.348297754544293,3.72421077093625e-05,-0.325664354346372,0.000123167214344931,-0.408710960559261,9.45262416356963e-07,0.0978051052417864,0.260899850247932,-0.0262629234520843,0.763247445139952,-0.187965461179168,0.029637837389985,-0.569309531835914,7.08989899595277e-13
"MMT00079439","MMT00079439","Mlf1",17349,"grey",-0.176035896395319,0.041892258007875,0.173731864057222,0.0446917763351285,-0.165135299474343,0.0565487139747008,0.201219133999957,0.0197345843928555,0.148514182878954,0.0867897650743342,-0.0397271581273877,0.648572143601619,0.174714495605134,0.0434793114303784,-0.0453917686668818,0.602510600998573,-0.0206425893588225,0.812857114795885,-0.039174031638323,0.653145760200231,0.0906480276031275,0.297577559653164
"MMT00022665","MMT00022665","Cyfip2",76884,"grey",0.176028202410939,0.0419013565499097,-0.206958191619392,0.0164261757249408,0.467487248690658,1.23548056163126e-08,-0.581756408059564,1.68855012001631e-13,-0.033502349467726,0.700761797329846,-0.124488708257491,0.151817413846672,-0.314634572019188,0.00021346478083606,-0.02174620133741,0.80305014664624,0.0980280353496242,0.259809374044587,0.362795870283531,1.64713213240321e-05,-0.524281712778896,7.95225967556704e-11
"MMT00001806","MMT00001806","Cd84",12523,"grey",-0.175946499705556,0.0419980763453682,0.0989253064117885,0.25545188658369,-0.426457419729095,2.77865423654923e-07,0.500754108679939,7.19763486525661e-10,0.447057690363424,6.12722968031159e-08,0.0786501050702766,0.366360597771641,0.112091440800534,0.197236912691918,-0.14230996466304,0.100946330201472,-0.0816155458704924,0.348510575887231,-0.0786865386437648,0.366137927815888,0.226897177597566,0.00837920315399504
"MMT00081880","MMT00081880","5830415L20Rik",68152,"grey",0.175497202891766,0.0425332982131307,0.0439784209091268,0.613866641519353,0.499096002566884,8.35422230001126e-10,-0.705372602777046,1.82514212259113e-21,-0.170270675646107,0.0491892431139872,-0.319470639729115,0.000168166206395758,-0.222696456465161,0.00970097404093369,-0.026632035553702,0.760020361834368,-0.0783301610104251,0.36831957456805,0.337064634606382,6.82134274632078e-05,-0.727564567402862,2.36691661694777e-23
"MMT00010000","MMT00010000","4930504E06Rik",75007,"grey",-0.175469594259722,0.0425663719440342,0.420824176144923,4.12980321568967e-07,-0.319558543755716,0.000167432437203427,0.41022167695128,8.54017921366543e-07,-0.109023081948859,0.209859706777924,0.0468184110323389,0.591143593007264,0.453085685792501,3.86175221740492e-08,0.0671218323793533,0.44095496269335,-0.104634567009322,0.228902443170601,-0.0422053889685481,0.628242958973,0.240937660582026,0.00504163002214304
"MMT00074393","MMT00074393","Sprrl7",69611,"grey",-0.175362446606066,0.0426949330685159,0.197029551628222,0.0224993910358242,-0.125854663793868,0.147339751305582,0.137638385712633,0.112759667856023,0.0292893708594552,0.736912609428124,-0.0305329423823004,0.726177542024103,0.234816265724108,0.00631380105422758,0.0197295145459218,0.82099298383955,-0.125063719673723,0.149920174606617,-0.00338805481956999,0.969008190540567,0.0121225527844252,0.889435049933628
"MMT00001434","MMT00001434","Dars",226414,"grey",-0.175228749644338,0.0428558043870073,0.225523624034934,0.00879271708145996,-0.422557409752519,3.65857349353659e-07,0.799547876729823,5.12465022784845e-31,0.107840203009181,0.214877099111507,0.475380959610044,6.46688226576914e-09,0.767093754552524,3.21241448845992e-27,0.0684622221232952,0.431864196098242,-0.131373434332608,0.130260407277358,0.142221447446727,0.10116073110441,0.584588532971813,1.20785121403531e-13
"MMT00040627","MMT00040627","H2afx",15270,"grey",-0.175165880757299,0.0429316265178176,0.410251700330641,8.52292486325274e-07,-0.0472577437199542,0.587662871756291,-0.315985341100239,0.000199787933248553,0.24431629051804,0.00444234329924008,-0.22915022311947,0.00773807206451859,-0.243288995440491,0.0046174284865508,-0.00716153309418749,0.934547217089804,0.0851317373035424,0.328066692129914,0.134819739006025,0.12039210915008,-0.591211908041702,5.4473106258606e-14
"MMT00046026","MMT00046026","Synpo2",118449,"grey",0.174979454901412,0.0431571221202153,-0.153054759747559,0.0774703538975921,0.0341120606142429,0.69558280113068,-0.0116451333726995,0.893763347313472,-0.0204569068356286,0.814510035415282,-0.0238544523136018,0.784401892489655,-0.123310470694441,0.155761364213432,-0.0603607981905116,0.48842708821896,0.0635178384316696,0.46592805278428,-0.065642069086409,0.451115721272109,0.104767603414194,0.228307864203964
"MMT00037543","MMT00037543","5730403B10Rik",66626,"grey",0.174874256646968,0.0432848031724866,0.041224174755715,0.636259769279701,0.0104008097267465,0.905058810899607,-0.0865154721667567,0.320236715202279,-0.322708091515116,0.000143024356402688,-0.0482362357471159,0.579944412076588,0.0433016926574553,0.619336871993687,0.157663016810235,0.0688535690916024,-0.00892932677416992,0.9184407054136,-0.139069819122322,0.109030721606218,0.0468685218532392,0.590746104604194
"MMT00022288","MMT00022288","Ampd1",229665,"grey",-0.174845578123012,0.0433196655062164,0.213870791887193,0.0130896935343863,-0.0324736194359789,0.7095311573908,-0.0814981128368377,0.349206883168941,0.0119572851213069,0.890933009006126,-0.130656821588172,0.132388210663103,0.0355627597808712,0.683316977486731,0.0204430712704937,0.814633230521492,0.0165376043324882,0.849578642744023,0.0290962663510994,0.738584196979487,-0.20192153747403,0.0193009961105321
"MMT00076847","MMT00076847","Pace4",18553,"grey",-0.174785906652835,0.0433922788142308,0.382081613109073,5.2250914056647e-06,-0.0682247602519244,0.433466835611739,-0.204702874569922,0.017663932826302,-0.166043745601055,0.0551845743262842,-0.200179494216351,0.0203917701059865,-0.321159037832255,0.000154582281300841,0.031001419299482,0.722147056725251,-0.154939153870608,0.0738473185774855,-0.166724559056359,0.0541801254914258,-0.522945267534267,9.05343607847657e-11
"MMT00024414","MMT00024414","4930444A19Rik",73980,"grey",-0.174767009365312,0.0434152958204603,0.0779319925202813,0.370766492385178,-0.19741837262189,0.0222294972766128,0.330571141527998,9.57797637483817e-05,0.0512282286590436,0.556639622773939,0.216953259655404,0.0118039272020245,0.165123581011986,0.0565664902642805,0.203033709775119,0.01863129288791,-0.0193877123818204,0.824043534421173,-0.0559278308821487,0.520971401755311,0.259345253688614,0.0024784315005751
"MMT00001318","MMT00001318","Lsm8",76522,"grey",-0.174671647696336,0.0435316025016144,0.0581443437666491,0.504562267420372,-0.423573541358975,3.40664588046251e-07,0.724402458127417,4.51112557025352e-23,0.517596991131852,1.51277553488213e-10,0.300452596949105,0.000419877216096913,0.579224353570346,2.27203439116522e-13,-0.0865668491960742,0.319948339097941,-0.0533850348303016,0.540125017990702,0.0618552230359684,0.477705340398667,0.595269091437622,3.31450408691415e-14
"MMT00019699","MMT00019699","4930503L19Rik",269033,"grey",-0.174611435600957,0.04360517335809,0.0300428000130925,0.730402459406988,-0.185416944567228,0.0319622158618694,0.555430772064707,3.27611146030003e-12,0.338963148252133,6.16808571119686e-05,0.196380143491376,0.0229564469012374,0.438125734764247,1.19477470231335e-07,-0.10374271785469,0.232916525568906,-0.0922151810366069,0.289268797602794,0.0205323541263075,0.813838314965654,0.447794286713037,5.79393606062482e-08
"MMT00056482","MMT00056482","Bves",23828,"grey",-0.174609004696849,0.0436081457658454,0.13787976894606,0.112123981456255,-0.133604956800999,0.123802326072288,0.174613433410143,0.0436027306473159,0.0428699620798129,0.622837645602302,0.0973528221760565,0.263121824339763,0.132253442285882,0.127683449527915,-0.109268378153163,0.208829822436516,0.183114306622248,0.0341934133039099,0.0645520259763608,0.458683495925263,0.0359355757703905,0.680177923651263
"MMT00043411","MMT00043411","Sytl2",83671,"grey",-0.174373420609395,0.04389701186207,0.125706273187733,0.1478212941503,-0.355645078702456,2.47534191702529e-05,0.51821093463603,1.42684466359517e-10,0.35178624576889,3.07151662040463e-05,0.134442015649602,0.121444600089711,0.13706230326098,0.114288137799269,-0.114587067689699,0.187382760319407,-0.088281324772829,0.310421420038537,-0.114508025058857,0.187689250020259,0.263079233313049,0.00213258569123655
"MMT00072076","MMT00072076","Hbxip",68576,"grey",-0.174350601055781,0.0439250771591998,-0.0212110726453752,0.807801705400406,-0.473514614087949,7.54762282569356e-09,0.869617496983661,2.75816881842721e-42,0.321091054206791,0.000155108904880485,0.491691981583984,1.60954817849084e-09,0.504510454236,5.12025719455295e-10,0.0539354890774501,0.53594936524559,-1.66276228046531e-05,0.999847863062761,-0.0835765022544297,0.337012390253804,0.777886692972722,2.06735613228325e-28
"MMT00052525","MMT00052525","Chml",12663,"grey",0.174194651659483,0.0441172772688963,-0.0458417215084941,0.598915026522691,-0.0176586688695736,0.839514462998576,0.112703143154506,0.194787565071016,0.00200996314049864,0.981611149279048,0.183881951275406,0.0334353960396149,0.160851250835578,0.0633606297051383,-0.0117785979123983,0.892553033570672,-0.0105544081626506,0.903663432253121,0.123813372139954,0.154068686603157,0.102927179405115,0.236630122025434
"MMT00068609","MMT00068609","Btbd1",83962,"grey",-0.174174608165433,0.0441420307269531,-0.111145542853204,0.201068183301253,-0.296155091956532,0.000511990622656995,0.78987996905362,8.13892350016737e-30,0.230202951178863,0.00745369294607042,0.339014405655998,6.1512885348371e-05,0.529953964158364,4.55710906152663e-11,0.031805215486833,0.715249477477579,-0.0799819709484974,0.358274988488649,-0.0444318730289983,0.610213056736066,0.769641667494382,1.70384582483885e-27
"MMT00009315","MMT00009315","Chpt1",212862,"grey",-0.174121965542543,0.0442070988875127,-0.0211619784829503,0.808237980403178,0.241809681569347,0.00488040840676418,-0.0105946384518113,0.903298005041977,0.089143286196553,0.305702378448858,0.188153167016233,0.0294724736069698,0.0676105004108336,0.437628235980139,-0.0897283893415821,0.302526011384266,-0.0310269489739118,0.721927632951688,0.515174513664758,1.90324943220586e-10,-0.24302662678936,0.00466312377411284
"MMT00032410","MMT00032410","4632417K18Rik",107373,"grey",-0.174109660225057,0.0442223202334195,-0.212770533153618,0.0135774257653586,-0.177155239234804,0.040586076066135,0.482581266537887,3.53156382737392e-09,0.560441647922915,1.90070445163356e-12,0.176652848839566,0.0411680409194477,0.161983208570399,0.0614986917938542,-0.239835411573483,0.00525221885219705,-0.053743823637838,0.537401481479187,-0.0352239488364664,0.686174417973431,0.414458006843328,6.4074732666328e-07
"MMT00033419","MMT00033419","1700093E07Rik",106572,"grey",-0.174100842302462,0.0442332304552271,-0.132639368243668,0.126565770549628,-0.188612103433165,0.029071464049739,0.376830365253067,7.19501660526725e-06,0.480442331631222,4.23300090768879e-09,0.217058204882832,0.0117621734253484,-0.0335469368135287,0.700382594559227,-0.123478573999546,0.155194012777444,-0.0113230023872327,0.896685571670549,0.124647140561375,0.151292874741956,0.190534680234578,0.0274416319855407
"MMT00023329","MMT00023329","Ifit3",15959,"grey",0.174086555604901,0.0442509118390195,-0.374656868837296,8.20045420232451e-06,0.0784060603225049,0.367854270570895,0.066800584064473,0.443149721119628,0.221377236732717,0.0101523748165831,0.00251343325775396,0.977006111366231,0.041113136630619,0.637169664999774,-0.101277019433084,0.244270307266241,-0.188745760107891,0.0289555540075561,0.0162460883569973,0.852199725256113,0.222868820592172,0.00964332182243586
"MMT00066391","MMT00066391","C430014M02Rik",338355,"grey",0.174048787941201,0.0442976819419908,-0.1198332605509,0.167848665211494,0.329015652365484,0.000103776296204047,-0.61227831471968,3.81944592510164e-15,-0.0507373061362688,0.560432311281403,-0.237306949532632,0.00576524138525059,-0.288264755208559,0.000731115292310115,-0.145398587806775,0.0936868760427064,-0.00906709476808639,0.917186793427033,0.331674258838908,9.04615079872207e-05,-0.573201742567377,4.55614149568239e-13
"MMT00027880","MMT00027880","1110011F09Rik",76308,"grey",-0.174007173332724,0.0443492637104346,0.473821186586814,7.35890442745651e-09,-0.191550123218374,0.0266127102425109,-0.262733722986312,0.00216264397287425,-0.0863370504172128,0.321239489795638,-0.350425441491316,3.31217164410534e-05,-0.376171277192697,7.48687713993956e-06,0.0124435588601492,0.88652662290055,-0.0367662530173,0.673203487073453,-0.295848535550269,0.000519225519815306,-0.504777639393463,4.99693202336248e-10
"MMT00047243","MMT00047243","2010309E21Rik",66488,"grey",-0.173651639713127,0.044791997595053,0.170821350772253,0.0484495469962464,-0.467190897753171,1.26547259987497e-08,0.770747451690307,1.29063497874895e-27,0.125350677533644,0.148980075799088,0.308004319773737,0.000294114430592073,0.674632215357315,4.01207095497866e-19,0.0635547992592297,0.465668061758352,-0.141717733592767,0.102387629635996,-0.0824542227796697,0.343563112688223,0.652888524160797,1.24956669363183e-17
"MMT00001387","MMT00001387","Ly108",30925,"grey",-0.173601165230458,0.0448551494588682,0.262844046527578,0.00215300471502856,-0.31521339930032,0.00020750093243406,0.188746281205255,0.0289551028710828,0.317337972552934,0.000186911485606166,-0.108829652186594,0.210674387686142,-0.131083837726122,0.131117111553883,-0.119402737090168,0.169392384888768,-0.0296943404445268,0.733411037595123,-0.269038615671683,0.00167033839346174,-0.0187512858769,0.829730552140269
"MMT00010511","MMT00010511","Myoz2",59006,"grey",-0.173525072369545,0.0449504944183454,0.280570411423726,0.00102482170766932,-0.276756673970521,0.00120731151139997,0.141780442706178,0.102234253873364,0.0245968697845441,0.77786337282423,-0.0608480425500313,0.484917327874791,0.061633103368002,0.4792908419381,0.00317037461833751,0.970998496162953,0.00560801294278846,0.948723584390266,-0.131436411194403,0.130074674593067,-0.0106425542200404,0.902862794092665
"MMT00053348","MMT00053348","Sectm1",58210,"grey",0.173495397563422,0.0449877229495598,-0.0557808761986113,0.522068848741978,0.0996984950064399,0.251737489360221,-0.341420985055667,5.40914458184406e-05,-0.0877730895090852,0.313226051115345,-0.193282683778354,0.0252477352690111,-0.41031699943506,8.48551215665344e-07,0.0473624540790656,0.586834663463531,0.577603284878264,2.74384203809099e-13,-0.121849945887692,0.160756310109838,-0.248696055676285,0.0037607526263674
"MMT00022068","MMT00022068","Adrb1",11554,"grey",0.173278431869706,0.0452606989701153,-0.217314230517927,0.0116608533188925,0.496414017726024,1.0613407271737e-09,-0.768258013541901,2.4067170354985e-27,-0.117676589892569,0.175687574815717,-0.315304875348006,0.00020657270489837,-0.447950483354366,5.72552718504204e-08,-0.077575223792587,0.372967443962567,0.078272878267586,0.368670988582218,0.243515306901068,0.00457833552831205,-0.621172222100915,1.17081054361645e-15
"MMT00053545","MMT00053545","Daf1",13136,"grey",-0.173196328232223,0.0453643572577813,-0.0372254997414802,0.669359458397496,-0.24091007020842,0.00504680779430608,0.468111137546845,1.17455579733859e-08,0.317597268727919,0.000184532939445532,0.286721380997926,0.000782953460902086,0.0598592091826481,0.492054272303308,-0.0162198661448166,0.852435574345947,0.110509221025276,0.203675564865111,-0.0406377058476904,0.641071659832261,0.336626590204126,6.98099098433037e-05
"MMT00012536","MMT00012536",NA,NA,"grey",0.173193438980285,0.045368008624439,-0.375916069683298,7.60286651892147e-06,0.402510008784406,1.42646461395664e-06,-0.393429193727919,2.56772015065034e-06,-0.106996706591501,0.218506763557322,0.134261230904686,0.121950850541215,-0.210801060864,0.0144901922206055,-0.0201194925656295,0.817515737144785,0.129578898836599,0.135638824759451,0.376920543815386,7.15593009906509e-06,-0.225560453657673,0.0087813984008802
"MMT00002175","MMT00002175","Tnnt3",21957,"grey",-0.17317472357658,0.0453916666297719,0.202964519152483,0.0186723623535615,-0.0264747603786612,0.761394890259552,-0.0135429903521786,0.876577066794133,-0.0271867844510024,0.755178061628116,-0.07513410971094,0.388240662430315,0.150652445116567,0.0822952661188473,-0.0733805300215029,0.399441163350108,-0.107128957479,0.217934812027819,0.129773975091268,0.13504607443271,-0.160225009896255,0.0644103496864891
"MMT00028763","MMT00028763","Mfng",17305,"grey",-0.173143834766889,0.0454307354313287,-0.0533177704071903,0.540636375583913,0.0440034906680333,0.613664398945533,0.0307994703108207,0.72388357351529,0.209779994842707,0.0149841328634738,-0.0127222857588158,0.884002483482418,-0.245326658046701,0.00427596835964251,0.0200047515292087,0.818538462558492,0.13761279644367,0.112827221884717,0.0632495293780893,0.46781778817278,-0.136783395678723,0.11503390796182
"MMT00041457","MMT00041457","Gatm",67092,"grey",-0.173022691797244,0.0455842300575048,-0.0614554152843386,0.480561229876674,-0.0194222136584763,0.823735493855396,0.202153463303448,0.0191596490977192,0.429881237426954,2.17621158424996e-07,0.0765234059487457,0.379502660342333,0.0854409571073495,0.326306381316452,-0.15289254244312,0.0777888187471952,0.0393206485563063,0.651932169704641,0.304054939115282,0.000354723215083847,-0.00655572009796753,0.940073260391202
"MMT00020565","MMT00020565","Gclm",14630,"grey",0.172536418490809,0.0462047183715621,-0.178098955431293,0.039511516216284,0.578447736996089,2.48730337123086e-13,-0.622105547152589,1.03192874601075e-15,-0.144038633631667,0.0968305772987721,-0.245063580413906,0.00431874205720794,-0.137635940487711,0.112766121730735,-0.051282172174194,0.556223630265473,-0.0534000724374252,0.540010731822004,0.52569957720048,6.92576231750233e-11,-0.565320921714727,1.10878285172986e-12
"MMT00022995","MMT00022995","D630035O19Rik",106407,"grey",0.172348218557791,0.0464467424701006,-0.152858680056551,0.0778554301367803,0.0892698223798164,0.305013601641591,-0.100368277410286,0.248550095188563,-0.0944055146373799,0.277917282084174,-0.00714282813001162,0.93471779285409,-0.202108233884444,0.019187143708427,0.0483261484423157,0.579237534036336,0.707291736899351,1.27371198019434e-21,-0.135827558628654,0.117618450864511,0.0737702594719322,0.396935408355998
"MMT00025062","MMT00025062","0610012D14Rik",68352,"grey",0.172336305031559,0.0464620986396968,-0.00743144264859214,0.932086171427207,0.328632692981916,0.000105838404962616,-0.589552919521528,6.6610590202509e-14,-0.361000098858183,1.82622170190243e-05,-0.294358564187801,0.000555750053185669,-0.3099460860194,0.000267971609201381,0.0151456682085477,0.862108155969985,-0.0403855977551258,0.643144775915571,0.0299363653978711,0.731320976766406,-0.53179431585486,3.79550849939808e-11
"MMT00040251","MMT00040251","Apoc3",11814,"grey",-0.172177500605644,0.0466671964900516,0.153630922278536,0.0763477106177968,-0.319454751522516,0.000168299150113528,0.65931288497894,4.6597636112143e-18,0.0103481470910981,0.905537296234337,0.290804309103867,0.00065263220399165,0.498826325267922,8.5585246860526e-10,0.133415439836991,0.124341005507017,-0.136044660316936,0.117027498651777,-0.0772851309466169,0.374762947169009,0.679127149746702,1.8996077183132e-19
"MMT00002391","MMT00002391","2810405K07Rik",72180,"grey",0.172159315882056,0.0466907302733374,-0.162412083577982,0.0608050452279993,0.0520979549487178,0.549950956855972,-0.0755914265233768,0.385351075369797,0.00206439185134514,0.981113279924504,-0.00143215044244648,0.986896906213872,-0.0741192707811808,0.394699426399611,-0.0852573441241941,0.327350910832927,0.0286550135498317,0.742408428919101,0.0223028106460633,0.798115482422235,-0.0233530649874234,0.788826201132792
"MMT00071068","MMT00071068","Ii",16149,"grey",-0.172058908458227,0.0468208505011191,0.347564246069299,3.87707736152076e-05,-0.357815007180853,2.18977343034224e-05,0.0793402054145647,0.362157125942557,0.332953113505305,8.4641511576371e-05,-0.383717074193163,4.72421901252478e-06,-0.152114110447193,0.0793317284596034,-0.14282381925329,0.0997087644640717,-0.0618894528045774,0.477461259000935,-0.263048609050291,0.0021352345259546,-0.15286148499911,0.0778499107335093
"MMT00006645","MMT00006645","Sprrl9",67718,"grey",-0.171975152265598,0.0469296226490786,0.211086070598158,0.0143548780709924,-0.0510700533500065,0.557860276059385,0.0327716931239499,0.706986264820766,-0.0556887942511298,0.522757108376004,-0.0662951002693946,0.446615635531702,0.187677143400942,0.0298933735919598,-0.010791132817169,0.901513463441057,0.0223616280268118,0.797594494080773,-0.00284206978419443,0.974000604865417,-0.0835668970225782,0.337068116764315
"MMT00042440","MMT00042440","Hrc",15464,"grey",-0.171876425119667,0.0470581070078632,0.25366331250816,0.00310261362387703,-0.137763408634275,0.112430068413216,0.128673658376427,0.138415475912685,0.0397670268689815,0.648242985548869,-0.0981795796106483,0.259069869542328,0.183537700583903,0.0337735533081794,-0.0180329127301259,0.836160430658031,-0.0415089271746313,0.63392886233692,-0.0164176924215635,0.850656599111497,-0.0265649020749094,0.760606992917287
"MMT00068518","MMT00068518","Sds",231691,"grey",0.17184565075665,0.0470982167819614,0.016931366894376,0.846040852361841,0.136603726563163,0.115516325121037,-0.178050073388617,0.0395665833381458,-0.37715587671459,7.054871966921e-06,0.0764295338222212,0.380089276572634,0.0631803796849139,0.468305497912654,0.0860212331599641,0.323019426277978,0.0127316846564171,0.883917387588004,0.0294782341896857,0.735278924562282,-0.0572575637979168,0.511094722133419
"MMT00028383","MMT00028383","4930562N12Rik",75835,"grey",0.171589921968933,0.0474326218512916,-0.109057666086737,0.209714284403918,0.0568423250678674,0.514168517880936,0.107433082872659,0.216623585091483,-0.00178007591854396,0.983714045504912,0.236434868095807,0.00595227905197832,0.139659174276891,0.107523736395399,0.0953390859887985,0.273171383632508,0.00940349381590632,0.914125878796186,0.169417537141738,0.0503537070466998,0.165234310947594,0.0563987022017647
