"","substanceBXH","geneSymbol","LocusLinkID","moduleColor","GS.rasgo","p.GS.rasgo","MM.turquoise","p.MM.turquoise","MM.blue","p.MM.blue","MM.grey","p.MM.grey","MM.yellow","p.MM.yellow","MM.green","p.MM.green","MM.magenta","p.MM.magenta","MM.pink","p.MM.pink","MM.red","p.MM.red","MM.black","p.MM.black","MM.brown","p.MM.brown"
"MMT00075851","MMT00075851",NA,NA,"black",-0.0396406289877044,0.649286765407456,-0.0169868583175984,0.845542530235915,0.224078203311141,0.00924723171717906,0.0109893111739518,0.899714126271458,0.0133250526296291,0.878547863151273,0.551081806918773,5.21673633349246e-12,0.466504744909278,1.33762165046132e-08,-0.0175566225115266,0.84042952132892,-0.0896031297372117,0.303204179562224,0.930658474466449,1.71263433118427e-59,-0.19196609223934,0.0262793737859626
"MMT00069653","MMT00069653",NA,NA,"black",0.0375590318092504,0.666573049773538,-0.0892737583006922,0.304992193507029,0.22922873180075,0.00771653717066607,0.00369155102195217,0.966233568491133,0.0188243564698493,0.829077149352706,0.564955933808596,1.15475092288286e-12,0.385238457412037,4.29939299729444e-06,-0.0774725964822881,0.373602043380045,-0.0296800600211418,0.733534420626381,0.920205687552767,1.28073889824136e-55,-0.148322162047027,0.0872027856664803
"MMT00032606","MMT00032606",NA,NA,"black",-0.0345706811077546,0.691696410666694,0.0083161692251693,0.924023822631159,0.192573027695659,0.0257994089408081,0.00888239684215538,0.918867889791291,-0.00409361404521178,0.962558456945823,0.573861310512544,4.22477170048815e-13,0.412957935442877,7.09686981969282e-07,-0.0120015621740183,0.890531651075395,-0.0648981704099019,0.456272747496692,0.934775236473146,3.45538740426481e-61,-0.210644455039046,0.0145650162927654
"MMT00058531","MMT00058531",NA,NA,"black",0.0292189294627603,0.737522235403333,-0.174964714454652,0.0431749938932011,0.242488559795942,0.00475810414222346,0.0753320370629273,0.386988447033465,0.069657373009671,0.423849780178365,0.625929981359846,6.12381655735912e-16,0.399414283595243,1.74638499398274e-06,0.020559640503122,0.813595412866044,-0.0802860138175847,0.356444855865493,0.923293855667361,1.04890014285664e-56,-0.0481051130553398,0.580975992113101
"MMT00017950","MMT00017950","Hmgb1",15289,"black",-0.0284958901052397,0.743789062785022,-0.0254436793648361,0.770424427917751,0.204654121926221,0.0176915580043718,0.0602363748678612,0.489325510159606,0.0417390820182134,0.632047495457914,0.599590867548613,1.93744679335515e-14,0.451768318112424,4.27493047464197e-08,0.051409960727149,0.555238770662592,-0.0535459063262856,0.538903011768198,0.930552017686322,1.88844701575659e-59,-0.157682929551089,0.0688180986571669
"MMT00000525","MMT00000525",NA,NA,"black",0.0277156352467008,0.750570655963088,-0.232240358756955,0.00692951729430401,0.357917377565358,2.17709858779597e-05,-0.00919339774923695,0.916037410470259,0.126885404488473,0.144027553056484,0.337024523969222,6.83581806117169e-05,0.47278081562414,8.01841108173728e-09,-0.0557008424753609,0.522667028635918,-0.0853213730327843,0.326986422557802,0.827614977583789,6.52955467747023e-35,-0.0853144250333804,0.327025961839506
"MMT00060201","MMT00060201",NA,NA,"black",-0.0264986894424978,0.761185710718124,-0.00870636907703715,0.920470405336839,0.190412132745116,0.0275431427900506,0.041905050233406,0.630692271795212,-0.00600865869880008,0.945065848849092,0.536933835046158,2.26425399297506e-11,0.464873219706791,1.52538490759995e-08,0.010818907612848,0.901261255081524,-0.0214791316456875,0.805420645964363,0.877058405547663,7.35347228879001e-44,-0.150784850400629,0.082023210332499
"MMT00079610","MMT00079610",NA,NA,"black",0.0151950410305604,0.861663120055237,-0.0325781700309545,0.708638159111922,0.251020635890567,0.00343855970397905,-0.0710720477349455,0.414475362127328,-0.0683610551761875,0.432546560450568,0.460903105269696,2.09389244439922e-08,0.372485315046442,9.33656443936639e-06,-0.0323376777331797,0.710692866627745,-0.0434867023995343,0.617839285662199,0.859718446727414,2.45974536837836e-40,-0.232368717962795,0.006897617479613
"MMT00060736","MMT00060736",NA,NA,"black",-0.0117655343279915,0.892671488886184,0.0591819633802651,0.496974274395504,0.161203327785614,0.0627766336938311,0.00385839595939912,0.964708409232565,-0.0005121729795117,0.995313822850488,0.543863600291329,1.11269713880022e-11,0.409542120040171,8.93972946833502e-07,0.0177805889344591,0.838421476660841,-0.0369256049339512,0.671868702453152,0.923388265116387,9.7005639183364e-57,-0.227778861214527,0.00812291927315788
"MMT00044489","MMT00044489",NA,NA,"black",-0.0117453103068796,0.892854876822444,0.0232351211358323,0.789867938102192,0.260012262610637,0.00241315655844353,-0.0286290189855366,0.742633914794239,-0.0446359829073587,0.608571609840352,0.488134810822879,2.19349498998827e-09,0.444586214270749,7.38494068935674e-08,0.111207960362102,0.200813724880927,-0.0668767478234507,0.44262881523441,0.902783137266551,3.27456564241742e-50,-0.229464090898164,0.00765229610667188
"MMT00046375","MMT00046375",NA,NA,"black",-0.0107510595835803,0.901877364781383,-0.116563662736333,0.179836834257167,0.218367896711999,0.0112518866270832,0.0489238556202843,0.574548659205008,0.0896593958883316,0.302899425435485,0.611705220455828,4.11659090044586e-15,0.415344511660297,6.03056376592161e-07,0.00564509288736923,0.94838501328941,-0.0593836523144247,0.495506356248726,0.948609261343047,8.00973870372287e-68,-0.105354442445725,0.225698087653406
"MMT00043985","MMT00043985","Hspd1",15510,"black",-0.0080295987630836,0.926634481232199,0.0575955098287217,0.508600106746281,-0.0211147351885974,0.808657863340663,0.327686981633796,0.000111095635821956,0.0795182339019967,0.361077602362618,0.584479143134218,1.22365644071771e-13,0.554458024294344,3.63750348767463e-12,0.0266163990229258,0.760156986030114,-0.0272939984099399,0.75424329990904,0.738645264106792,2.29543448259607e-24,0.0473103439833828,0.587246762295927
"MMT00053547","MMT00053547",NA,NA,"black",-0.00647717006950129,0.940789984627501,-0.0378324082581277,0.66429258037994,0.139095028745086,0.108965924146412,0.109540490821378,0.207691589770317,0.0202525675152307,0.816329980022241,0.646873810931565,3.08015555411682e-17,0.409857306687092,8.75225002823183e-07,0.0328430955802639,0.706377124213132,0.00504063823564117,0.953905298655078,0.901114885137806,9.51691110120296e-50,-0.071816796605367,0.409589347598473
"MMT00054025","MMT00054025",NA,NA,"black",0.00439366091750678,0.95981634593709,0.0486463131693569,0.576723707007805,0.150873266403016,0.0818419420779261,0.0502039557525824,0.564566756774293,-0.0146984132959672,0.866141569614827,0.563661970729621,1.33308816125203e-12,0.4346428711818,1.54219793079188e-07,0.026126581475094,0.764440492147732,-0.0623427279666761,0.474235470046066,0.890315757316106,6.1834392045457e-47,-0.183768830442676,0.0335461972972679
"MMT00061427","MMT00061427",NA,NA,"black",0.000207177744077717,0.998104397802714,-0.024682614347428,0.77710920588659,0.169684356356205,0.0499870912830555,0.0719037351559604,0.409021192617737,0.0115226569124582,0.894874231722272,0.625900445348248,6.14871503617399e-16,0.455777413082302,3.13331170735285e-08,0.036467991931276,0.675704555150271,-0.0913218873810968,0.293985750637655,0.92730497872699,3.46034044773788e-58,-0.118819337762401,0.171501030997981
"MMT00064177","MMT00064177",NA,207923,"blue",0.489419763978638,1.96224400214099e-09,-0.437140408222864,1.28461606253512e-07,0.886694557714722,4.66697948564395e-46,-0.559003773196971,2.22416488500084e-12,-0.369222303269957,1.13266104715026e-05,-0.126842361376035,0.144164729646041,-0.0948469898211935,0.27566612870675,0.0651845814278642,0.454283353431605,0.0271528631328449,0.755473883851535,0.293019544562916,0.000590577546569407,-0.20842293131238,0.0156632667393705
"MMT00050660","MMT00050660","1110005L13Rik",66125,"blue",0.485963008640265,2.64521335173399e-09,-0.456271359656218,3.01480763113598e-08,0.934229445655573,5.88182909304567e-61,-0.604381714800887,1.05828982695858e-14,-0.390110212262661,3.16943629284805e-06,-0.132028317212888,0.128338929304382,-0.0930756881091238,0.284772887529578,0.0943949436815322,0.277971336343202,-0.0242069223738476,0.781295758632364,0.318844547154954,0.000173479577253322,-0.256797179462047,0.00274275371335584
"MMT00069039","MMT00069039","1700001K19Rik",66323,"blue",0.48572249969761,2.70042304517148e-09,-0.4240641670943,3.29101619468547e-07,0.911901704916011,6.68052726301372e-53,-0.625272642342165,6.70187675949581e-16,-0.405591656147755,1.16385510709123e-06,-0.164783566758293,0.0570842793992074,-0.103203869133902,0.235365591050433,0.0924556581359921,0.288007639483088,-0.0294874847556175,0.735198936667118,0.298537989226712,0.000458841730540891,-0.283711215589457,0.000893881385201827
"MMT00021912","MMT00021912","Xmr",22526,"blue",0.48571409748757,2.70237171576127e-09,-0.457278002759788,2.78646662741019e-08,0.948547725405495,8.65052181252442e-68,-0.591502072560811,5.25836825959188e-14,-0.397638833031986,1.9594850659676e-06,-0.145969291801924,0.0923919721299578,-0.0534047299103879,0.53997533734416,0.11027036096834,0.204660567313707,-0.0336064659701329,0.69987643098602,0.321614917426192,0.000151093643164886,-0.235620499355644,0.00613179981639928
"MMT00038489","MMT00038489",NA,NA,"blue",0.482479752120261,3.56216081825876e-09,-0.44575584893091,6.76167659194925e-08,0.913726111286638,1.78435082485781e-53,-0.476678834676841,5.80476880964282e-09,-0.334608996619646,7.76246583319073e-05,-0.0560978663041573,0.519703056679354,0.0290496612594233,0.738987812129085,0.210045032207027,0.0148545321685369,-0.0459076727453133,0.598388819111361,0.332223624528871,8.79170337196377e-05,-0.15416993787991,0.0753093578244983
"MMT00019176","MMT00019176","P2ry1",18441,"blue",0.479598635534824,4.54501864232564e-09,-0.443049103609109,8.28805023974277e-08,0.926886918923745,4.98265360966742e-58,-0.618666831059629,1.63979139575691e-15,-0.401438514403773,1.53030474456236e-06,-0.152072477949171,0.0794149352377644,-0.108478722251296,0.212158191716742,0.0987838321488061,0.256135583590082,-0.00926013778301785,0.915430132427586,0.32545889131036,0.000124459571567243,-0.278094107692429,0.00114018307575354
"MMT00025736","MMT00025736",NA,NA,"blue",0.477951696823126,5.21901860851082e-09,-0.460196941328631,2.21432802548469e-08,0.943349948409288,4.1816243343506e-65,-0.622498626288899,9.78362379353261e-16,-0.398532897064126,1.84926265279218e-06,-0.153686959169977,0.0762392271389144,-0.0823058503003617,0.344435137019604,0.0246164200604489,0.777691399992126,-0.0506285315567773,0.56127433585628,0.348468382440747,3.68947130370216e-05,-0.271925345139438,0.00148097423297629
"MMT00002042","MMT00002042","Waspip",215280,"blue",0.47537032440169,6.47259664967704e-09,-0.426018111980686,2.86660538223199e-07,0.847523207528153,3.96093589493814e-38,-0.441559084765576,9.26376057367943e-08,-0.346717485567308,4.06086192122929e-05,-0.0932040333751069,0.284106345985903,0.00566984366783989,0.948159022956894,0.143623913748976,0.097805670879338,-0.123868343722963,0.153884503127167,0.240460087322953,0.00513192768355189,-0.108228498974305,0.213220735933158
"MMT00055423","MMT00055423",NA,235497,"blue",0.472360569780697,8.30060900170028e-09,-0.460309456755692,2.19470329692682e-08,0.912995141741307,3.03881177114982e-53,-0.639265730263797,9.37139083954416e-17,-0.373685216382475,8.69162861576032e-06,-0.150657295844245,0.0822852864839457,-0.139815670664656,0.107126326692541,0.0841537243480484,0.333674283419816,-0.00179609102110611,0.983567543362539,0.340619960671954,5.64631132361711e-05,-0.293988953457796,0.000565169564074944
"MMT00033201","MMT00033201","Acac",107476,"blue",0.471565968634418,8.86048751809049e-09,-0.379896319922076,5.97316716394614e-06,0.910526376056884,1.77355487985563e-52,-0.48821220341322,2.17885414619353e-09,-0.332810174554401,8.52742102895828e-05,-0.102180734103661,0.240065194683586,0.0256346526794488,0.768749644399789,0.197031331258493,0.0224981493485413,-0.0756387862701583,0.38505257388475,0.329602640744576,0.000100688193462143,-0.178945478414557,0.0385680363728232
"MMT00015015","MMT00015015","Btf3",218490,"blue",0.466244356878931,1.36602219711124e-08,-0.449451706222814,5.10631157093651e-08,0.948535688751401,8.78163441567175e-68,-0.630665017848,3.17743556568461e-16,-0.392924121002759,2.65170959855232e-06,-0.134750277622183,0.120585125286343,-0.0657569572175047,0.450322184744516,0.0774894000088908,0.373498093003242,-0.0437336196741361,0.615843024890964,0.359699279113929,1.96723528203149e-05,-0.279871386330533,0.00105625421840855
"MMT00069185","MMT00069185","Bicd2",76895,"blue",0.46395170008629,1.64236135359697e-08,-0.430736290437039,2.04650446577274e-07,0.929602492694667,4.48419073176301e-59,-0.585690765398055,1.05926524609339e-13,-0.368762841872806,1.16370493910419e-05,-0.129221037965824,0.136731367215479,-0.0341257913868062,0.695466329873307,0.142103009315427,0.101448165291877,-0.0452902498209859,0.603323165334573,0.362545696102739,1.67104933171091e-05,-0.253719086036331,0.00309585393357145
"MMT00047284","MMT00047284",NA,NA,"blue",0.463158788986014,1.74986202577132e-08,-0.271370691522037,0.00151576533366581,0.766097095158754,4.10777762324663e-27,-0.756059390073441,4.57316111356301e-26,-0.296917516629021,0.000494397919114485,-0.297301741142683,0.000485744814857465,-0.249280760452962,0.00367725470335186,-0.00304069872078575,0.972184241641823,-0.0156675070196525,0.857406629182153,0.292769101511123,0.000597310307344036,-0.508341393492505,3.60244137616736e-10
"MMT00029709","MMT00029709","C230069K22Rik",243538,"blue",0.462861268005895,1.79191601341743e-08,-0.439447661720217,1.08364086783321e-07,0.939089399113856,4.35389434302689e-63,-0.588258245021024,7.78708344217924e-14,-0.38240796114117,5.12129523946159e-06,-0.112834832475838,0.194263159411512,-0.033026243933871,0.70481552024902,0.0963646110253915,0.268021527997233,-0.0451355755932537,0.60456212491501,0.353729667881107,2.75616925574887e-05,-0.25091975103521,0.00345200977932308
"MMT00058918","MMT00058918","Ilf2",67781,"blue",0.46212950900982,1.89951601625794e-08,-0.420006775350052,4.37161728376717e-07,0.921627378343389,4.09936767924029e-56,-0.641118545335762,7.16751108615076e-17,-0.402405472254949,1.43629272105459e-06,-0.129312012161334,0.136452990462945,-0.0990959968183204,0.254628668444075,0.0626056225342521,0.472369986229886,-0.0130383992301058,0.881141182215162,0.369358509552782,1.12360939668571e-05,-0.305525365859472,0.000330922289243012
"MMT00031504","MMT00031504",NA,NA,"blue",0.461779901389842,1.95308665369508e-08,-0.244149397807924,0.0044703764098166,0.761850713728807,1.15521241890841e-26,-0.761029035304132,1.40758314745832e-26,-0.303473097350037,0.000364570681744606,-0.287802311587337,0.00074630695043897,-0.238074365386299,0.00560500426175133,-0.0411954771197529,0.63649487854402,-0.0155442824732279,0.858516380903214,0.303100338021422,0.000371011650495198,-0.522286651487931,9.64894834243052e-11
"MMT00052549","MMT00052549",NA,NA,"blue",0.461067904046094,2.06670464456387e-08,-0.432568656085336,1.79296576055755e-07,0.933634749769692,1.04467089843001e-60,-0.497505214266012,9.63097924612417e-10,-0.359618034891335,1.97637411149317e-05,-0.0928384305579479,0.286007799871226,0.0242934395909631,0.780533852616801,0.194132251763751,0.0246005996263137,-0.107772452380133,0.215167041398959,0.334486249706535,7.81255391252646e-05,-0.163635158126798,0.0588620158992086
"MMT00015256","MMT00015256","Bing4",57315,"blue",0.458863544166001,2.46010014741603e-08,-0.406454770043079,1.09898402116286e-06,0.922208007260595,2.55836237427728e-56,-0.645712346891974,3.65785405083865e-17,-0.425917505054312,2.88711800537352e-07,-0.147820604118856,0.0882889940397904,-0.0622012794410733,0.475240833466037,0.147482334965421,0.0890276421885531,-0.0718986225889722,0.409054591085445,0.366771328809676,1.30778176234138e-05,-0.318770254981742,0.000174120317546992
"MMT00020295","MMT00020295","4931409K22",231045,"blue",0.458765436593735,2.47918166105814e-08,-0.415481391570578,5.97428447298578e-07,0.933641767812861,1.03764557180368e-60,-0.629881599074639,3.54452983600064e-16,-0.400092495655737,1.67094859528167e-06,-0.140243028750458,0.1060469447807,-0.0930746455605741,0.284778306124706,0.0988471756598691,0.255829310741572,-0.0379043309510215,0.663693120093393,0.350224804995625,3.3491164685949e-05,-0.300914708594564,0.000410941971362487
"MMT00016413","MMT00016413","Il1rn",16181,"blue",0.457879733411955,2.65799558727564e-08,-0.406436979716277,1.10028570731479e-06,0.925909856385674,1.15847314118604e-57,-0.581803307443029,1.67925219028043e-13,-0.389825834436945,3.22678673839865e-06,-0.142716732335266,0.0999656804890754,0.00580662645227963,0.946910184171888,0.113783577360338,0.190515368351869,-0.0785664957403545,0.366871905943107,0.339294220165194,6.06034486528261e-05,-0.271930600574974,0.00148064808897424
"MMT00007805","MMT00007805","Gast",14459,"blue",0.452219371715082,4.12890938164392e-08,-0.426113765457586,2.84723177834778e-07,0.948345353040008,1.11345944941319e-67,-0.637973245195603,1.1286498352971e-16,-0.414303238875647,6.47553455665661e-07,-0.151122855557704,0.0813319735986794,-0.0923610487696249,0.288503370739692,0.0890728734499201,0.306086098707695,-0.0405038919189643,0.642171685039005,0.346234164313632,4.16939568052458e-05,-0.298335799997988,0.000463145579579794
"MMT00048204","MMT00048204","A630084M22Rik",320982,"blue",0.451967306329845,4.20991144556564e-08,-0.411410753017032,7.88162127780598e-07,0.917590660809748,9.86074340417711e-55,-0.555027033550852,3.42167168221278e-12,-0.410287300373217,8.50250862173769e-07,-0.12031164119452,0.166145622399453,-0.0165820353856736,0.849179297203914,0.128179081954137,0.139950671229296,-0.078519538296027,0.367159264317151,0.331849569707149,8.96421521860498e-05,-0.24070209459869,0.00508599089939883
"MMT00052718","MMT00052718","Tff1",21784,"blue",0.450245983070369,4.80518843782055e-08,-0.455734984354122,3.14369664163758e-08,0.941021755173293,5.52689498148627e-64,-0.618434425484192,1.6915848275745e-15,-0.399634234627992,1.72157269479438e-06,-0.138268828270594,0.111105273010556,-0.0740948358866376,0.394855725812987,0.0966804272789845,0.26644896984282,-0.0389303678903302,0.655164642103831,0.366911073277438,1.29714679516871e-05,-0.269916424370764,0.00161054805731848
"MMT00049822","MMT00049822","Ddx18",66942,"blue",0.44908060413641,5.25312142913572e-08,-0.392766690211821,2.67841744288636e-06,0.861582005516896,1.08479542158754e-40,-0.504082811753523,5.32377755072102e-10,-0.367487320685296,1.25414826044662e-05,-0.139612037982965,0.107643661042555,-0.0467987743739732,0.59129938779795,0.123224376849421,0.156052534212477,-0.0520389805052564,0.550403262159791,0.255302256016948,0.00290942725442378,-0.188266153632694,0.0293733142081375
"MMT00014056","MMT00014056",NA,NA,"blue",0.447179364567072,6.07093679614433e-08,-0.257100180828969,0.00271004118514592,0.756583907417847,4.04375779065955e-26,-0.78365170122281,4.48009599129985e-29,-0.318315981140208,0.000178086349277483,-0.325827920251062,0.000122147341169627,-0.291114843696246,0.000643586263415721,-0.0505467801755927,0.561907571710183,0.0159221113906543,0.855114564636944,0.26718025121093,0.00180362938501001,-0.535905348641379,2.51259552871606e-11
"MMT00082577","MMT00082577",NA,NA,"blue",0.446460752869797,6.41072411307437e-08,-0.21537689349626,0.0124469226294126,0.764097422627807,6.70266834116012e-27,-0.734959969260694,5.05255661184241e-24,-0.336602478507554,6.98987932821329e-05,-0.28890621220901,0.000710512764984938,-0.163564351299642,0.0589730956475029,0.0247106208461358,0.776862919463917,-0.0576044895713112,0.508533907176219,0.32510568510673,0.000126710803693394,-0.511994966987945,2.56565369539158e-10
"MMT00079364","MMT00079364",NA,NA,"blue",0.446084676085729,6.59573251859228e-08,-0.443955707244978,7.74336298671998e-08,0.882260853105364,5.05779738146619e-45,-0.430707305088204,2.05077779920257e-07,-0.307531415627061,0.000300829367573658,-0.0515558527941334,0.554115418897561,0.0362083438819408,0.677884719765544,0.181581046480407,0.0357509627800515,-0.113757950899938,0.190615903000094,0.292239627049784,0.00061177746993672,-0.128254129516634,0.139716889099626
"MMT00026784","MMT00026784",NA,384929,"blue",0.445008114224654,7.1540342218267e-08,-0.457885819967668,2.65672558705793e-08,0.952937012992586,2.77784969634468e-70,-0.598076402869926,2.34068656181449e-14,-0.368082582093114,1.21114485535918e-05,-0.0988109256386983,0.256004552781976,-0.0271545064419197,0.755459552006615,0.10620697503452,0.221944348227487,-0.076453926670294,0.379936790289601,0.403608224596618,1.32700494277281e-06,-0.268129428396755,0.00173438790873159
"MMT00064714","MMT00064714","1700011F14Rik",75645,"blue",0.444433550380844,7.47023861238585e-08,-0.392496940656606,2.72477415284673e-06,0.929816870426995,3.69274719774801e-59,-0.629615324628622,3.67846397921106e-16,-0.418139060376616,4.97582787795577e-07,-0.172686089686776,0.0460129922560935,-0.099147081339456,0.254382649371659,0.112639348087854,0.195041974920133,-0.0376703681939035,0.665643927494725,0.297915891489246,0.000472203061467062,-0.304395243343152,0.00034907825480707
"MMT00013402","MMT00013402","Apln",30878,"blue",0.443660154500509,7.91705156207068e-08,-0.392497732070523,2.72463704113165e-06,0.837008225361199,2.24385339252128e-36,-0.406466183444233,1.0981496946625e-06,-0.356257731766205,2.39135407075667e-05,-0.0705383497398913,0.417997615473758,0.0278544494815962,0.749362739460891,0.234365723424077,0.00641784745151855,-0.0477874856327884,0.583478371362612,0.285265860942255,0.000834909742042651,-0.089621463260779,0.303104857649994
"MMT00049967","MMT00049967","Moap1",64113,"blue",0.434782344291905,1.52659807661926e-07,-0.434548556822822,1.5528330830662e-07,0.937396834338384,2.51329222013356e-62,-0.526164881403324,6.61773145348222e-11,-0.35993047857006,1.94144579798531e-05,-0.0672639315605319,0.439986113462275,-0.00301710645929196,0.972399973903761,0.174895902690729,0.0432585052205973,-0.0545917652183827,0.530992056112427,0.357303723975643,2.25412330022497e-05,-0.201600980539417,0.0194978417871569
"MMT00046878","MMT00046878",NA,NA,"blue",0.434204747262097,1.59219870566749e-07,-0.402562056603861,1.4215951549512e-06,0.932533562785985,2.98441858795186e-60,-0.628533248077202,4.27529157969357e-16,-0.415661523756665,5.90098393072981e-07,-0.176409621373711,0.0414522945719524,-0.0700967747690304,0.420925014296442,0.0965450540623463,0.267122269549006,-0.0503214532228753,0.563654690553599,0.316689934619437,0.000192981126798347,-0.309924813327324,0.000268245957209402
"MMT00000207","MMT00000207","Akap13",233400,"blue",0.431416239650491,1.94866530714645e-07,-0.401392772511966,1.53489376313793e-06,0.901615239333943,6.92465902549491e-50,-0.603783240521673,1.14196341616874e-14,-0.399447600713267,1.74260483868877e-06,-0.150895912187368,0.0817955659769284,-0.0602208261987002,0.489437844045799,0.1207342911878,0.164651700156771,-0.0596671644967421,0.493446794039215,0.308356999925515,0.000289197240013673,-0.273728193224847,0.00137285390929024
"MMT00021424","MMT00021424","Pscd2",19158,"blue",0.431037492993994,2.00259848816787e-07,-0.400093968035599,1.67078824451586e-06,0.862118320758983,8.55193426189827e-41,-0.624664740346939,7.28353471222588e-16,-0.357071370499345,2.28395141850848e-05,-0.176060267994374,0.0418634482180798,-0.133570378881301,0.123900475175017,0.0669984609948204,0.441797102876601,0.00761426430122236,0.930419559698737,0.338884114096456,6.19406954068525e-05,-0.310426648261399,0.000261842788077878
"MMT00007845","MMT00007845",NA,NA,"blue",0.430161497918639,2.13285606854591e-07,-0.469486627668384,1.05026261849143e-08,0.874900381290034,2.15447016619934e-43,-0.421892568612673,3.83292075658164e-07,-0.332825126921993,8.52078194856777e-05,-0.0615039301855809,0.480214190785478,-0.0138728469812582,0.87359563745089,0.17793778882099,0.039693319245916,0.0164144483397759,0.850685765850818,0.279627623492571,0.00106742100769437,-0.0930787644619574,0.284756898738012
"MMT00043835","MMT00043835","Zc3hdc3",223642,"blue",0.427728596193112,2.53843680110885e-07,-0.403982652965664,1.29462876583934e-06,0.940875952662644,6.4739121588636e-64,-0.624586316351974,7.36206294978633e-16,-0.369678497606389,1.10261227002197e-05,-0.179473184923122,0.0379895211413787,-0.110106595415633,0.205337873821629,0.0984405654488357,0.257799694709647,-0.0241877894390409,0.781464279138881,0.282770158240339,0.000931407956627446,-0.29488015136277,0.000542703210527211
"MMT00054040","MMT00054040","Rfx1",19724,"blue",0.42259840079897,3.64807545042557e-07,-0.485739464119727,2.6964927173308e-09,0.915861069269934,3.6661175095765e-54,-0.512373758936431,2.47637341477364e-10,-0.370399260501921,1.05666541457157e-05,0.018754737830845,0.829699681882334,-0.0332024520726555,0.703314251391031,0.330912318469482,9.41045213414735e-05,-0.0142142935592783,0.870511320137637,0.39621658202114,2.14777421006559e-06,-0.171802371011155,0.047154673550082
"MMT00051695","MMT00051695","Trdn",76757,"blue",0.412755071051083,7.19535330947986e-07,-0.353774985234974,2.74919251306092e-05,0.777150053036845,2.50520497142558e-28,-0.434002888056061,1.61575378666884e-07,-0.400730133374066,1.6028571113805e-06,-0.0999802936265539,0.250393034473888,6.25322279720529e-05,0.999427852014378,0.128086914134445,0.140238191968679,-0.0101809105183539,0.907057008283399,0.220029575035982,0.0106324962319972,-0.137492737160474,0.113144591823308
"MMT00063363","MMT00063363","BC036313",268747,"blue",0.409776488748112,8.79996219079455e-07,-0.511345846103316,2.72592278865978e-10,0.814127904743732,5.87114341821126e-33,-0.599001505808331,2.08562391387046e-14,-0.218153407579657,0.0113341019444013,-0.0847259440610014,0.330385993671397,-0.170357747985216,0.0490716631773294,0.0274584417663076,0.752810266515308,0.0559329110223425,0.520933484646473,0.361215450704095,1.80381576793599e-05,-0.247185199236165,0.00398445125149431
"MMT00077100","MMT00077100","A830018L16Rik",320492,"blue",0.406257961064019,1.11346606892774e-06,-0.380293081230613,5.8302224275973e-06,0.778302967342849,1.85408203636291e-28,-0.315753519312302,0.000202075781736268,-0.342244022867411,5.17520104727211e-05,-0.0385084983946023,0.658665944038218,0.0718316488247726,0.409492253521467,0.114971276884606,0.185898182257723,-0.0645234669702413,0.458882711950056,0.266572865210318,0.00184924556897803,-0.0577198505831863,0.507683851524529
"MMT00025959","MMT00025959",NA,215538,"blue",0.404613832173983,1.24174537663366e-06,-0.4028772767989,1.39243990718393e-06,0.891442392761254,3.24957778926626e-47,-0.544196452362619,1.07492649107787e-11,-0.417219909710004,5.30163709316366e-07,-0.118400449247815,0.173027004834757,-0.050535375476732,0.561995938187287,0.165941648825631,0.0553365191986015,-0.00410392859430072,0.962464185427266,0.271194646006839,0.00152696254342958,-0.217437825521179,0.0116122161153637
"MMT00037857","MMT00037857",NA,215654,"blue",0.402082074370229,1.46710646881149e-06,-0.370809658989772,1.03131726368838e-05,0.81235376612675,1.03251706971424e-32,-0.492609626724771,1.48516254499495e-09,-0.343925817973241,4.72632689001682e-05,-0.106928755796223,0.218801047760819,-0.0343550663962247,0.693522556341747,-0.0991210866459977,0.254507817351733,-0.103294581630751,0.234952046696865,0.298042154661709,0.000469462520599467,-0.219935686797225,0.0106666769113175
"MMT00040833","MMT00040833","Nut",213765,"blue",0.390686623277582,3.05614282782453e-06,-0.367713033257687,1.23767533951424e-05,0.888880426377781,1.38932088124839e-46,-0.493599957000556,1.36132345954424e-09,-0.374825252692342,8.11804809458744e-06,-0.109790690461204,0.206648949950291,0.0126547957809854,0.884613564159564,0.161425063687268,0.0624110998750095,-0.0779422873596531,0.370703100771574,0.289107307528743,0.000704164560571174,-0.214602910585862,0.012773704408059
"MMT00015986","MMT00015986",NA,268686,"blue",0.387769559038072,3.67172440247686e-06,-0.322900176317552,0.000141648609404193,0.835564543389898,3.81908084037277e-36,-0.454678398951597,3.41321336496122e-08,-0.297585007724921,0.000479455030835639,-0.0931825743469596,0.284217717427158,0.00357599747940544,0.967289935894257,0.150348199137594,0.0829231471977863,-0.087750121041808,0.313353187904042,0.28360369330115,0.000898097829389654,-0.20243288740676,0.0189905430865379
"MMT00005215","MMT00005215","A630026F04",331524,"blue",0.387340943020155,3.77151783181557e-06,-0.46542073137071,1.4597180908955e-08,0.821549473981112,5.17524086266916e-34,-0.435107492488428,1.49081433727077e-07,-0.21742820888246,0.0116159940686179,0.0268423460991196,0.758183494159461,-0.0866689461778914,0.319375773499096,0.235326941055789,0.00619768469402011,-0.029483932989704,0.735229647779956,0.309087113433608,0.0002792587565104,-0.158386861589574,0.0675736958503422
